Gene_symbol	Human_entrez	Rat_entrez	Mouse_entrez	Gene_Name	Synonym	DbTF	PMID	Uniprot_Human	Uniprot_Rat	Uniprot_mouse
BHLHA15	"basic helix-loop-helix family, member a15"	168620	25334	17341	BHLHB8|MIST1	yes	20038531	Q7RTS1	P70562	Q9QYC3
BHLHA9	"basic helix-loop-helix family, member a9"	727857	363656	320522	BHLHF42	yes	22147889	Q7RTU4	D3ZY30	Q5RJB0
BHLHE22	"basic helix-loop-helix family, member e22"	27319	365748	59058	BHLHB5|BETA3|CAGL85|TNRC20	yes	22284184	B4DF88,Q8NFJ8		Q8C6A8
BHLHE23	"basic helix-loop-helix family, member e23"	128408	499952	140489	BETA4|BHLHB4|BA305P22.3	yes	15363390	Q8NDY6	D3ZU26	Q0VEJ8,Q8BGW3
BHLHE40	"basic helix-loop-helix family, member e40"	8553	79431	20893	BHLHB2|DEC1|HLHB2|SHARP-2|STRA13|STRA14	yes	12297495	Q6IB83,O14503	O35780	Q542A5,O35185
BHLHE41	"basic helix-loop-helix family, member e41"	79365	117095	79362	BHLHB3|DEC2|SHARP1|HDEC2	yes	12657651	Q8TAT1,Q9C0J9		Q99PV5,Q6L8F5
BIN1	"bridging integrator 1"	274	117028	30948	AMPH2|AMPHL|SH3P9	0	0	Q9BTH3,O00499	O08839	Q6P1B9,O08539
BLM	"Bloom syndrome, RecQ helicase-like"	641	308755	12144	BS|RECQ2|RECQL2|RECQL3	0	0	P54132	D3ZQW1	E9PZ97,O88700
BLOC1S1	"biogenesis of lysosomal organelles complex-1, subunit 1"	2647	288785	14533	BLOS1|GCN5L1|MICOA|RT14	0	0	P78537	D3ZKU7	O55102
BLZF1	"basic leucine zipper nuclear factor 1"	8548	498266	66352	GOLGIN-45|JEM-1|JEM-1S|JEM1	0	0	Q9H2G9	Q6AYB8	Q3V485,Q8R2X8
BMI1	"BMI1 polycomb ring finger oncogene"	648	307151	12151	FLVI2/BMI1|PCGF4|RNF51	0	0	P35226	B4F7B6	Q2LC58,P25916
BMP2	"bone morphogenetic protein 2"	650	29373	12156	BDA2|BMP2A	0	0	C8C060,P12643	P49001	P21274
BMP4	"bone morphogenetic protein 4"	652	25296	12159	BMP2B|BMP2B1|MCOPS6|OFC11|ZYME	0	0	Q53XC5,P12644	Q6AYU9	P21275,Q3ULR1
BMP5	"bone morphogenetic protein 5"	653	315824	12160	-	0	0	P22003	D4A7P9	P49003
BMP7	"bone morphogenetic protein 7"	655	85272	12162	OP-1	0	0	A8K571,P18075	G3V6W8	A2AUJ3,P23359
BMPR1A	"bone morphogenetic protein receptor, type IA"	657	0	0	10Q23DEL|ACVRLK3|ALK3|CD292|SKR5	yes	19416967			
BMYC	"brain expressed myelocytomatosis oncogene"	0	311807	107771	B-MYC|MYCB	0	0			
BNC1	"basonuclin 1"	646	365299	12173	BNC|BSN1|HST19447	yes	16919236	Q01954		F8VPY0
BNC2	"basonuclin 2"	54796	298189	242509	BSN2	yes	15081112	Q6ZN30	D3ZZ22	Q2TBA4,A2AK55,Q8BMQ3
BOD1L1	"biorientation of chromosomes in cell division 1-like 1"	259282	0	665775	BOD1L|FAM44A	0	0	Q8NFC6		E9Q6J5,Q8BHG7,Q80TF0,O35243
BOLA1	"bolA homolog 1 (E. coli)"	51027	365875	69168	-	0	0	Q9Y3E2	Q06C60	Q9D8S9
BOLA2	"bolA homolog 2 (E. coli)"	552900	503208	66162	BOLA2A|MY016	0	0	Q9H3K6	D3ZVA6	
BOLA2B	"bolA homolog 2B (E. coli)"	654483	0	0	BOLA2	0	0	Q9H3K6		
BOLA3	"bolA homolog 3 (E. coli)"	388962	297388	78653	MMDS2	0	0	Q8N338,Q53S33,G3XAB0	D3ZT98	Q8CEI1,Q14A77
BPNT1	"3'(2'), 5'-bisphosphate nucleotidase 1"	10380	64473	23827	PIP	0	0	O95861	Q9Z1N4	Q9Z0S1
BPTF	"bromodomain PHD finger transcription factor"	2186	303617	207165	FAC1|FALZ|NURF301	0	0	Q12830		E9Q6A7,Q6P9L3
BRCA1	"breast cancer 1, early onset"	672	497672	12189	BRCAI|BRCC1|BROVCA1|IRIS|PNCA4|PPP1R53|PSCP|RNF53	0	0	J3KQF3,Q1RMC1,E9PFZ0,P38398,E7ETR2	O54952	Q6NV63,P48754
BRCA2	"breast cancer 2, early onset"	675	360254	12190	BRCC2|BROVCA2|FACD|FAD|FAD1|FANCB|FANCD|FANCD1|GLM3|PNCA2	0	0	P51587	Q66MH4	P97929
BRD1	"bromodomain containing 1"	23774	315210	223770	BRL|BRPF1|BRPF2	0	0	O95696		Q3UE68,Q571F6,A7MCW6,E9PZ26
BRD2	"bromodomain containing 2"	6046	294276	14312	D6S113E|FSH|FSRG1|NAT|RING3|RNF3	0	0	P25440,Q658Y7,Q63HQ9	Q6MGA9	B2RS09,Q7JJ13
BRD3	"bromodomain containing 3"	8019	362092	67382	ORFX|RING3L	0	0	Q15059		Q5CCJ9,Q8K2F0,Q3TUI3
BRD4	"bromodomain containing 4"	23476	362844	57261	CAP|HUNK1|HUNKI|MCAP	0	0	Q4G0X8,O60885		B0V2V7,Q9ESU6,Q3UH70,B2RSE4
BRD7	"bromodomain containing 7"	29117	361374	26992	BP75|CELTIX1|NAG4	0	0	Q9NPI1	D3ZXX7	O88665
BRD8	"bromodomain containing 8"	10902	291691	78656	SMAP|SMAP2|P120	0	0	Q9H0E9	Q5TLG7	Q8R3B7
BRD9	"bromodomain containing 9"	65980	308067	105246	LAVS3040|PRO9856	0	0	B4DXI2,Q9H8M2		Q3UQU0
BRDT	"bromodomain, testis-specific"	676	305123	114642	BRD6|CT9	0	0	B7ZAX7,B7Z890,B7Z811,Q58F21		G3X8Z8,Q8BNZ8,Q91Y44
BRF1	"BRF1 homolog, subunit of RNA polymerase III transcription initiation factor IIIB (S. cerevisiae)"	2972	299347	72308	BRF|BRF-1|GTF3B|TAF3B2|TAF3C|TAFIII90|TF3B90|TFIIIB90|HBRF	0	0	F8WA46,B7Z2N3,Q92994,B3KU36,F5H5Z7	D4A8W8	G3X8S2
BRF2	"BRF2, subunit of RNA polymerase III transcription initiation factor, BRF1-like"	55290	306542	66653	BRFU|TFIIIB50	0	0	Q9HAW0	Q4V8D6	Q3UAW9
BRIP1	"BRCA1 interacting protein C-terminal helicase 1"	83990	360588	237911	BACH1|FANCJ|OF	yes	11069897	Q9BX63		Q5SXJ3
BRPF1	"bromodomain and PHD finger containing, 1"	7862	679713	78783	BR140	0	0	P55201	D4A411	Q80XK2
BRPF3	"bromodomain and PHD finger containing, 3"	27154	309647	268936	-	0	0	Q9ULD4	D3ZMD3	B2KF05
BRWD1	"bromodomain and WD repeat domain containing 1"	54014	304061	93871	C21ORF107|N143|WDR9	0	0	Q9NSI6	D3ZW32	Q8BPZ1,Q921C3,Q3TSA7
BSX	"brain-specific homeobox"	390259	500982	244813	BSX1	yes	17550780	Q3C1V8	D4A5F6	Q810B3
BTAF1	"BTAF1 RNA polymerase II, B-TFIID transcription factor-associated, 170kDa (Mot1 homolog, S. cerevisiae)"	9044	368042	107182	MOT1|TAF(II)170|TAF172|TAFII170	0	0	Q2M1V9,O14981,Q8N6J1		E9QAE3
BTBD1	"BTB (POZ) domain containing 1"	53339	293060	83962	C15ORF1|NS5ATP8	0	0	Q9H0C5,A6NMI8	Q5RKI2	P58544
BTBD11	"BTB (POZ) domain containing 11"	121551	314675	74007	-	yes	21073692	B3KVD0,B3KXB0,B3KXG3,A6QL63,E9PHS4		Q8BRL1,Q6GQW0,B2RUH2,E9QJW1
BTBD2	"BTB (POZ) domain containing 2"	55643	500793	208198	-	0	0	Q9BX70		Q7TNF6,E9PUS2
BTBD3	"BTB (POZ) domain containing 3"	22903	311462	228662	DJ742J24.1	yes	19235015	Q9Y2F9	D3ZJC0	Q8CHC1,Q3TSN9,Q6P5B8
BTBD6	"BTB (POZ) domain containing 6"	90135	690367	399566	BDPL	0	0	Q96KE9	A0JPR1	Q8K2J9,G5E817
BTF3	"basic transcription factor 3"	689	294680	218490	BETA-NAC|BTF3A|BTF3B|NACB	0	0	P20290	Q5U3Y8	Q64152,Q3UJR8
BTF3P11	"basic transcription factor 3 pseudogene 11"	690	0	0	BTF3L1|HUMBTFB|OCIF|OPG|TNFRSF11B	0	0			
BTF3P12	"basic transcription factor 3 pseudogene 12"	652963	0	0	BTF3L2|HUMBTFC	0	0			
BTF3P13	"basic transcription factor 3 pseudogene 13"	132556	0	0	BTF3L3|HUMBTFD	0	0			
BTG1	"B-cell translocation gene 1, anti-proliferative"	694	29618	12226	-	0	0	P62324,Q6IBC8	Q63073	Q3UEG0,P62325
BTG2	"BTG family, member 2"	7832	29619	12227	PC3|TIS21	yes	20020054	P78543	P27049	Q04211,Q3TF68
BUD31	"BUD31 homolog (S. cerevisiae)"	8896	89819	231889	CWC14|EDG-2|EDG2|G10|YCR063W|FSAP17	0	0	P41223	O70454	Q6PGH1
BZW1	"basic leucine zipper and W2 domains 1"	9689	363232	66882	BZAP45|NBLA10236	0	0	Q3LIC9,Q7L1Q6	Q6P7P5	Q9CQC6
BZW2	"basic leucine zipper and W2 domains 2"	28969	171439	66912	MST017|MSTP017	0	0	Q9Y6E2	Q9WTT7	Q91VK1
C11ORF95	"chromosome 11 open reading frame 95"	65998	0	0	-	0	0	C9JLR9		
C14ORF101	"chromosome 14 open reading frame 101"	54916	0	0	-	0	0	Q9NX78,B3KN73		
C14ORF166	"chromosome 14 open reading frame 166"	51637	0	0	CGI99|CLE|CLE7|LCRP369|RLLM1	0	0	Q9Y224,Q549M8		
C16ORF80	"chromosome 16 open reading frame 80"	29105	0	0	EVORF|GTL3|FSAP23	0	0	Q9Y6A4		
C17ORF49	"chromosome 17 open reading frame 49"	124944	0	0	BAP18	0	0	C9J4G0,Q8IXM2		
C19ORF25	"chromosome 19 open reading frame 25"	148223	0	0	-	0	0	Q9UFG5		
C19ORF6	"chromosome 19 open reading frame 6"	91304	0	0	ASBABP1|MBRL|MEMBRALIN|R32184_3	0	0	Q4ZIN3,B3KTL0		
C1D	"C1D nuclear receptor corepressor"	10438	289810	57316	LRP1|SUN-COR|SUNCOR|HC1D	0	0	Q13901	B5DEI6	O35473
C1ORF61	"chromosome 1 open reading frame 61"	10485	0	0	CROC4	yes	10995546	Q13536		
C1ORF85	"chromosome 1 open reading frame 85"	112770	0	0	NCU-G1	yes	18021396	Q8WWB7		
C20ORF194	"chromosome 20 open reading frame 194"	25943	0	0	-	0	0	Q0IIP3,Q5TEA3		
C21ORF7	"chromosome 21 open reading frame 7"	56911	0	224419	HC21ORF7|MAP3K7CL|TAK1L|TAKL|TAKL-1|TAKL-2|TAKL-4	0	0	P57077		Q544C0,P58500
C22ORF31	"chromosome 22 open reading frame 31"	25770	0	0	HS747E2A|BK747E2.1	0	0	O95567		
C4ORF21	"chromosome 4 open reading frame 21"	55345	0	0	-	0	0	Q86YA3,Q6ZU11,B4DSN6,G5EA02		
CALCOCO1	"calcium binding and coiled-coil domain 1"	57658	246047	67488	COCOA|CALPHOGLIN	0	0	Q9P1Z2	Q66HR5	Q8CGU1
CALR	calreticulin	811	64202	12317	CRT|RO|SSA|CC1QR	0	0	P27797	P18418	P14211,B2MWM9
CAMTA1	"calmodulin binding transcription activator 1"	23261	362665	100072	CANPMR	yes	21857646	Q9Y6Y1,G3V3Z7	Q3KQW8	A2A891,Q3TYE0
CAMTA2	"calmodulin binding transcription activator 2"	23125	287462	216874	-	0	0	E7EWU5,O94983		Q80Y50,B0QZH4
CAND1	"cullin-associated and neddylation-dissociated 1"	55832	117152	71902	TIP120|TIP120A	0	0	Q86VP6	P97536	Q6ZQ38
CAND2	"cullin-associated and neddylation-dissociated 2 (putative)"	23066	192226	67088	TIP120B|TP120B	0	0	O75155	Q9R0L4	Q6ZQ73
CARF	"amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 8"	79800	301446	241066	ALS2CR8|NYD-SP24	yes	11832226	Q8N187	D4A7U2	Q8VHI4
CARHSP1	"calcium regulated heat stable protein 1, 24kDa"	23589	260416	52502	CRHSP-24|CSDC1	0	0	Q9Y2V2	Q9WU49	Q5M9P7,Q9CR86
CARM1	"coactivator-associated arginine methyltransferase 1"	10498	363026	59035	PRMT4	0	0	Q86X55	Q4AE70	Q9WVG6
CASK	"calcium/calmodulin-dependent serine protein kinase (MAGUK family)"	8573	29647	12361	CAGH39|CAMGUK|CMG|FGS4|LIN2|MICPCH|MRXSNA|TNRC8	0	0	O14936	Q62915	O70589
CASP8AP2	"caspase 8 associated protein 2"	9994	313128	26885	CED-4|FLASH|RIP25	0	0	Q9UKL3	D4A7V6	Q9WUF3,Q3UQU1,Q3TNP9
CASZ1	"castor zinc finger 1"	54897	313713	69743	CAS11|CST|SRG|ZNF693|DJ734G22.1	yes	22331471	Q86V15		B1AS46,Q9CWL2
CBFA2T2	"core-binding factor, runt domain, alpha subunit 2; translocated to, 2"	9139	296293	12396	EHT|MTGR1|ZMYND3|P85	0	0	F8W6D7,O43439		Q3UGB2,O70374
CBFA2T3	"core-binding factor, runt domain, alpha subunit 2; translocated to, 3"	863	361431	12398	ETO2|MTG16|MTGR2|ZMYND4	0	0	O75081	D4A303	E9QM80,O54972,B7ZP57
CBFB	"core-binding factor, beta subunit"	865	361391	12400	PEBP2B	0	0	Q13951	Q66HA7	Q08024
CBL	"Cbl proto-oncogene, E3 ubiquitin protein ligase"	867	500985	12402	C-CBL|CBL2|FRA11B|NSLL|RNF55	0	0	P22681	D3ZV15	P22682
CBLL1	"Cbl proto-oncogene, E3 ubiquitin protein ligase-like 1"	79872	314028	104836	HAKAI|RNF188	0	0	B4DDV7,Q75N03	D3ZS02	Q9JIY2
CBX1	"chromobox homolog 1"	10951	360609	12412	CBX|HP1-BETA|HP1HS-BETA|HP1HSBETA|M31|MOD1|P25BETA	0	0	P83916,Q6IBN6	D4A3T3	A2A6C8,P83917
CBX2	"chromobox homolog 2"	84733	303730	12416	CDCA6|M33|SRXY5	0	0	Q14781		P30658
CBX3	"chromobox homolog 3"	11335	297093	12417	HECH|HP1-GAMMA|HP1HS-GAMMA	0	0	A4D177,Q13185	Q5RJK5	Q9DCC5,Q32P00
CBX4	"chromobox homolog 4"	8535	501403	12418	NBP16|PC2	0	0	O00257		O55187,A2ABG5
CBX5	"chromobox homolog 5"	23468	300266	12419	HP1|HP1A	0	0	P45973	B2RYU7	Q61686
CBX6	"chromobox homolog 6"	23466	315136	494448	-	0	0	O95503	Q5M9G4	Q9DBY5
CBX7	"chromobox homolog 7"	23492	362962	52609	-	0	0	O95931	P60889	Q8VDS3
CBX8	"chromobox homolog 8"	57332	303731	30951	PC3|RC1	0	0	Q9HC52	Q4FZS1	A2ABG3,Q9QXV1
CC2D1A	"coiled-coil and C2 domain containing 1A"	54862	0	0	FREUD-1|FREUD-1/AKI1|MRT3	yes	21155902			
CC2D1B	"coiled-coil and C2 domain containing 1B"	200014	0	0	-	yes	21155902			
CCAR1	"cell division cycle and apoptosis regulator 1"	55749	361849	67500	RP11-437A18.1	0	0	Q8IX12	D3ZG47	Q8CH18
CCDC59	"coiled-coil domain containing 59"	29080	314799	52713	BR22|TAP26	0	0	Q9P031	D4ADF2	Q8R2N0
CCDC71	"coiled-coil domain containing 71"	64925	498678	72454	-	0	0	Q8IV32	Q4V7C4	Q8VEG0
CCDC79	"coiled-coil domain containing 79"	283847	307615	320022	-	0	0	Q8NA31		Q8C0V1,E9QPF2
CCDC85B	"coiled-coil domain containing 85B"	11007	309161	240514	DIPA	0	0	Q15834	D3ZH03	Q6PDY0
CCDC88B	"coiled-coil domain containing 88B"	283234	361715	78317	BRLZ|CCDC88|HKRP3|GIPIE	0	0	A6NC98,B2RTU8		Q4QRL3
CCNA2	"cyclin A2"	890	114494	12428	CCN1|CCNA	0	0	P20248	Q91ZX8,G3V802	P51943
CCNC	"cyclin C"	892	114839	51813	CYCC	0	0	Q7Z4L3,P24863	G3V738	Q5PPR1,Q62447,Q05C55,Q8CAS3
CCNE1	"cyclin E1"	898	25729	12447	CCNE	0	0	P24864	B1WC54	Q61457
CCNH	"cyclin H"	902	84389	66671	CAK|P34|P37	0	0	P51946	Q9R1A0	Q61458
CCNT1	"cyclin T1"	904	315291	12455	CCNT|CYCT1|HIVE1	0	0	O60563	D3ZC98	Q9QWV9
CCNT2	"cyclin T2"	905	304758	72949	CYCT2	0	0	O60583,B4DH21	D3ZGL6	Q7TQK0
CCRN4L	"CCR4 carbon catabolite repression 4-like (S. cerevisiae)"	25819	310395	12457	CCR4L|NOC	0	0	Q8WTX0,Q9UK39	G3V7F4	B2RTJ8,O35710
CCT4	"chaperonin containing TCP1, subunit 4 (delta)"	10575	29374	12464	CCT-DELTA|CCTD|SRB	0	0	P50991,B7Z8B1,F5H5W3	Q7TPB1	P80315,Q564F4
CD36	"CD36 molecule (thrombospondin receptor)"	948	29184	12491	BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3	0	0	A4D1B1,P16671	Q6IMX5	Q3UAI3,Q3UC79,Q08857,Q8C6Z4,Q3U6Y9
CDC2B	"cell division cycle 2 homolog B (S. pombe)"	0	0	107833	CDC2	0	0			
CDC5L	"CDC5 cell division cycle 5-like (S. pombe)"	988	85434	71702	CDC5|CDC5-LIKE|CEF1|PCDC5RP|DJ319D22.1	yes	11082045	Q99459	O08837,B1WBQ0	Q3UCF2,Q6A068
CDC6	"cell division cycle 6 homolog (S. cerevisiae)"	990	360621	23834	CDC18L|HSCDC18|HSCDC6	0	0	Q99741	D3ZRK7	O89033
CDCA7	"cell division cycle associated 7"	83879	311742	66953	JPO1	0	0	Q9BWT1	Q4KM91	A2AR40,Q9D0M2
CDIP1	"cell death-inducing p53 target 1"	29965	0	0	C16ORF5|CDIP|I1|LITAFL	0	0	B4DFU1,Q9H305,B4DY75		
CDK2	"cyclin-dependent kinase 2"	1017	362817	12566	P33(CDK2)	0	0	P24941	Q6P751	Q3UGB9,P97377,Q3U6X7
CDK5	"cyclin-dependent kinase 5"	1020	140908	12568	PSSALRE	0	0	Q00535	Q03114	P49615,Q543F6
CDK7	"cyclin-dependent kinase 7"	1022	171150	12572	CAK1|CDKN7|HCAK|MO15|STK1|P39MO15	0	0	P50613		Q03147,Q3THG5
CDK8	"cyclin-dependent kinase 8"	1024	100360585	264064	K35	0	0	P49336		Q8R3L8
CDK9	"cyclin-dependent kinase 9"	1025	362110	107951	C-2K|CDC2L4|CTK1|PITALRE|TAK	0	0	P50750	Q641Z4	Q99J95,A2AK82
CDKN1A	"cyclin-dependent kinase inhibitor 1A (p21, Cip1)"	1026	114851	12575	CAP20|CDKN1|CIP1|MDA-6|P21|SDI1|WAF1|P21CIP1	0	0	Q6FI05,P38936	Q64315	P39689,Q564P6
CDKN1B	"cyclin-dependent kinase inhibitor 1B (p27, Kip1)"	1027	83571	12576	CDKN4|KIP1|MEN1B|MEN4|P27KIP1	0	0	Q6I9V6,P46527	O08769	P46414
CDKN1C	"cyclin-dependent kinase inhibitor 1C (p57, Kip2)"	1028	246060	12577	BWCR|BWS|IMAGE|KIP2|WBS|P57	0	0	P49918	Q69DC1,Q69DC0	Q791X1,P49919
CDKN2A	"cyclin-dependent kinase inhibitor 2A"	1029	25163	12578	ARF|CDK4I|CDKN2|CMM2|INK4|INK4A|MLM|MTS-1|MTS1|P14|P14ARF|P16|P16-INK4A|P16INK4|P16INK4A|P19|P19ARF|TP16	0	0	P42771,Q8N726,G3XAG3	Q9R0Z3	P51480,Q64364
CDR2	"cerebellar degeneration-related protein 2, 62kDa"	1039	308958	12585	CDR62|YO	0	0	Q01850	Q4V7B9	P97817
CDR2L	"cerebellar degeneration-related protein 2-like"	30850	360656	237988	HUMPPA	0	0	Q86X02	D4ABP3	A2A6T1
CDX1	"caudal type homeobox 1"	1044	364883	12590	-	yes	"12954759, 15677472, 15774940"	P47902		P18111
CDX2	"caudal type homeobox 2"	1045	66019	12591	CDX-3|CDX3	yes	7935448	Q99626	Q9ESV7	Q543L9,P43241
CDX4	"caudal type homeobox 4"	1046	302400	12592	-	yes	21471217	O14627	D3ZF67	Q78Z64,Q07424
CEBPA	"CCAAT/enhancer binding protein (C/EBP), alpha"	1050	24252	12606	C/EBP-ALPHA|CEBP	yes	"2227417, 8632009"	P49715	P05554	P53566
CEBPB	"CCAAT/enhancer binding protein (C/EBP), beta"	1051	24253	12608	C/EBP-BETA|CRP2|IL6DBP|LAP|NF-IL6|TCF5	yes	"15308669, 15713650"	P17676	P21272	Q3UPN9,P28033
CEBPD	"CCAAT/enhancer binding protein (C/EBP), delta"	1052	25695	12609	C/EBP-DELTA|CELF|CRP3|NF-IL6-BETA	yes	8572170	P49716	Q03484	B9EIA9,Q00322,Q3UE64
CEBPE	"CCAAT/enhancer binding protein (C/EBP), epsilon"	1053	25410	110794	C/EBP-EPSILON|CRP1	yes	10233885	Q15744	P56261	Q6PZD9
CEBPG	"CCAAT/enhancer binding protein (C/EBP), gamma"	1054	25301	12611	GPE1BP|IG/EBP-1	yes	"7501458, 15833715"	P53567	P26801,B2GVA2	P53568,Q54AJ1
CEBPZ	"CCAAT/enhancer binding protein (C/EBP), zeta"	10153	362686	12607	CBF|CBF2|HSP-CBF|NOC1	yes	2247079	Q03701		P53569
CECR6	"cat eye syndrome chromosome region, candidate 6"	27439	500307	94047	-	0	0	A8MYY1,Q9BXQ6		B2RQD1,Q99MX7
CELF3	"CUGBP, Elav-like family member 3"	11189	499669	78784	BRUNOL1|CAGH4|ERDA4|TNRC4	0	0	Q59G45,Q5SZQ8,Q5SZQ7		Q8CIN6
CENPB	"centromere protein B, 80kDa"	1059	362217	12616	-	0	0	P07199		P27790
CENPBD1	"CENPB DNA-binding domains containing 1"	92806	0	0	-	0	0	B2RD01		
CENPF	"centromere protein F, 350/400kDa (mitosin)"	1063	257649	108000	CENF|PRO1779|HCP-1	0	0	P49454		E9Q3P4
CENPK	"centromere protein K"	64105	294712	60411	AF5ALPHA|CENP-K|P33|SOLT	0	0	Q9BS16	D4A9X9	Q9ESN5
CENPT	"centromere protein T"	80152	307805	320394	C16ORF56|CENP-T	0	0	Q96BT3,B3KPB2	Q561R1	Q3TJM4
CERS2	"ceramide synthase 2"	29956	310667	76893	L3|LASS2|SP260|TMSG1	0	0	Q96G23	Q3T1K1,G3V8V4	Q924Z4
CERS3	"ceramide synthase 3"	204219	499174	545975	LASS3	0	0	Q8IU89	B1H294	E9PVY9
CERS4	"ceramide synthase 4"	79603	304208	67260	LASS4|TRH1	0	0	Q9HA82,Q53HF9	D3ZU86	Q9D6J1
CERS5	"ceramide synthase 5"	91012	366984	71949	LASS5|TRH4	0	0	Q8N5B7	D4AA91	Q9D6K9
CERS6	"ceramide synthase 6"	253782	366065	241447	CERS5|LASS6	0	0	Q6ZMG9,Q32M63		A2AUS9,Q8C172
CGGBP1	"CGG triplet repeat binding protein 1"	8545	288353	106143	CGGBP|P20-CGGBP	yes	10692448	Q9UFW8	D4ADB4	A6X966,Q8BHG9
CGRRF1	"cell growth regulator with ring finger domain 1"	10668	116679	68755	CGR19|RNF197	0	0	Q99675	P97587	Q8BMJ7
CHAF1A	"chromatin assembly factor 1, subunit A (p150)"	10036	363333	27221	CAF-1|CAF1|CAF1B|CAF1P150|P150	0	0	Q13111		Q9QWF0
CHAMP1	"chromosome alignment maintaining phosphoprotein 1"	283489	0	101994	C13ORF8|CAMP|CHAMP|ZNF828	0	0	Q96JM3		Q8K327
CHCHD3	"coiled-coil-helix-coiled-coil-helix domain containing 3"	54927	0	0	MINOS3|PPP1R22	yes	22567091			
CHD1	"chromodomain helicase DNA binding protein 1"	1105	308215	12648	-	0	0	O14646,B3KT33		P40201
CHD1L	"chromodomain helicase DNA binding protein 1-like"	9557	310707	68058	ALC1|CHDL	0	0	B4DDE1,B4DPN5,Q9H678,Q86WJ1		Q9CXF7
CHD2	"chromodomain helicase DNA binding protein 2"	1106	308738	244059	-	0	0	O14647	D4AD08	E9PZM4
CHD3	"chromodomain helicase DNA binding protein 3"	1107	303241	216848	MI-2A|MI2-ALPHA|ZFH	0	0	E9PG89,Q2TAZ1,B3KWV4,Q12873		B1AR17
CHD4	"chromodomain helicase DNA binding protein 4"	1108	117535	107932	MI-2B|MI2-BETA	0	0	Q05CG6,B3KY63,Q14839		Q6PDQ2
CHD5	"chromodomain helicase DNA binding protein 5"	26038	691589	269610	CHD-5	0	0	Q8TDI0		E9PYL1,E9PYU4
CHD6	"chromodomain helicase DNA binding protein 6"	84181	311607	71389	CHD5|RIGB	0	0	Q8TD26		Q80YD0,Q8BJ75,Q80TE9,A3KFM7,Q8BIE8
CHD7	"chromodomain helicase DNA binding protein 7"	55636	312974	320790	HH5|IS3|KAL5	0	0	Q9P2D1,Q6ZWF9	D3ZAP7	A2AJK6
CHD8	"chromodomain helicase DNA binding protein 8"	57680	65027	67772	HELSNF1	0	0	Q9HCK8	Q9JIX5	Q09XV5
CHD9	"chromodomain helicase DNA binding protein 9"	80205	307726	109151	AD013|CREMM|KISH2|PRIC320	0	0	Q3L8U1,Q461N2		Q8BYH8
CHMP3	"charged multivesicular body protein 3"	51652	282834	66700	NEDF|VPS24	0	0	Q9Y3E7	Q8CGS4	Q9CQ10
CHRAC1	"chromatin accessibility complex 1"	54108	315058	93696	CHARC1|CHARC15|CHRAC-1|CHRAC-15|CHRAC15|YCL1	0	0	Q9NRG0	D3ZAR9	Q9JKP8
CHURC1	"churchill domain containing 1"	91612	299154	211151	C14ORF52|CHCH	0	0	G3V215,Q8WUH1,G3V1X3,G3V214	B5DER2	Q6DG52
CIAO1	"cytosolic iron-sulfur protein assembly 1"	9391	29231	26371	CIA1|WDR39	0	0	O76071	Q5M7T1	Q99KN2
CIC	"capicua homolog (Drosophila)"	23152	308435	71722	-	yes	16717057	Q96RK0		E9QP01,Q924A2
CIITA	"class II, major histocompatibility complex, transactivator"	4261	85483	12265	C2TA|CIITAIV|MHC2TA|NLRA	0	0	P33076,Q66X48	G3V6C0,G3V9V5	Q3U5G4,Q3UU40,Q8HW99,Q3UNW8,P79621
CIR1	"corepressor interacting with RBPJ, 1"	9541	362149	66935	CIR	0	0	Q86X95	Q5U2T8	Q9DA19,A2AWQ8
CITED1	"Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 1"	4435	64466	12705	MSG1	0	0	Q99966	Q4V8P1	Q3UGA1,P97769
CITED2	"Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2"	10370	114490	17684	ASD8|MRG-1|MRG1|P35SRJ|VSD2	0	0	D9ZGF1,Q99967	Q99MA1	O35740
CITED4	"Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 4"	163732	114491	56222	-	0	0	Q96RK1	Q99MA0	A2A7E7,Q9WUL8
CIZ1	"CDKN1A interacting zinc finger protein 1"	25792	296639	68379	LSFR1|NP94|ZNF356	0	0	B7Z3U7,B7ZAS8,B4E131,Q9ULV3,Q9BTG3,B4E0A3	D3ZIY2	Q8VEH2,Q3TXU6,Q3UUV0
CLASRP	"CLK4-associating serine/arginine rich protein"	11129	499390	53609	CLASP|SFRS16|SWAP2	0	0	Q8N2M8	Q5HZB6	Q8CFC7
CLOCK	"clock circadian regulator"	9575	60447	12753	KAT13D|BHLHE8	yes	15147242	Q3ZCT4,O15516,Q53EU0	Q9WVS9	O08785
CNBP	"CCHC-type zinc finger, nucleic acid binding protein"	7555	64530	12785	CNBP1|DM2|PROMM|RNF163|ZCCHC22|ZNF9	yes	7721877	A8K7V4,Q4JGY1,E9PDR7,P62633	P62634	Q3U5V2,Q3U935,Q5QJQ9,P53996
